CompoundType (class=java.lang.String)
2786806 = Metabolite
2786808 = Enzyme
2786809 = Cofactor
c_2-oleoyl-GPE+%2818%3A1%29* = Compound
2807356 = Minor+Metabolite
2807355 = Minor+Metabolite
2934482 = Cofactor
2934483 = Minor+Metabolite
2934480 = Metabolite
2807352 = Enzyme
2934481 = Minor+Metabolite
2934486 = Minor+Metabolite
2934487 = Metabolite
2934484 = Metabolite
2934485 = Minor+Metabolite
2784247 = Enzyme
2784245 = Minor+Metabolite
2807357 = Enzyme
2934488 = Minor+Metabolite
2784244 = Minor+Metabolite
2934489 = Enzyme
2807359 = Minor+Metabolite
2784242 = Enzyme
2784241 = Minor+Metabolite
c_octadecanedioylcarnitine+%28C18-DC%29* = Compound
2784240 = Minor+Metabolite
2786810 = Minor+Metabolite
2786811 = Metabolite
2786813 = Enzyme
c_4-vinylguaiacol+sulfate = Compound
2786815 = Minor+Metabolite
2786817 = Enzyme
2786818 = Metabolite
2786819 = Minor+Metabolite
c_Unknown+-+18779 = Compound
c_1-linolenoyl-GPC+%2818%3A3%29* = Compound
c_glycerophosphoethanolamine = Compound
2784237 = Enzyme
2784236 = Minor+Metabolite
2784233 = Minor+Metabolite
2784232 = Minor+Metabolite
2784231 = Enzyme
2784230 = Minor+Metabolite
2786820 = Minor+Metabolite
2786821 = Metabolite
2786822 = Enzyme
2786825 = Enzyme
2786826 = Metabolite
2786827 = Minor+Metabolite
2786828 = Metabolite
2786829 = Cofactor
c_10-undecenoate+%2811%3A1n1%29 = Compound
c_Unknown+-+16124 = Compound
c_5alpha-pregnan-3beta%2C20beta-diol+monosulfate+%281%29 = Compound
2784229 = Minor+Metabolite
c_citrulline = Compound
2784228 = Cofactor
2784227 = Minor+Metabolite
2784226 = Metabolite
2784225 = Metabolite
2784224 = Enzyme
2784221 = Enzyme
2784220 = Cofactor
2786830 = Enzyme
2785502 = FinalPathway
2786833 = Enzyme
2785504 = FinalPathway
2786836 = Minor+Metabolite
c_N-delta-acetylornithine = Compound
2786837 = Minor+Metabolite
2785507 = FinalPathway
2786838 = Enzyme
c_glycosyl-N-palmitoyl-sphingosine+%28d18%3A1%2F16%3A0%29 = Compound
2807387 = Minor+Metabolite
2807386 = Cofactor
2807389 = Minor+Metabolite
2807388 = Minor+Metabolite
2807383 = Metabolite
2784219 = Minor+Metabolite
2807385 = Enzyme
2784218 = Cofactor
2807384 = Metabolite
2784216 = Cofactor
c_margaroylcarnitine+%28C17%29* = Compound
2784214 = Enzyme
2784212 = Minor+Metabolite
c_1-palmityl-GPE+%28O-16%3A0%29* = Compound
2784211 = Minor+Metabolite
2784210 = Minor+Metabolite
2786841 = Minor+Metabolite
2785511 = FinalPathway
2786842 = Enzyme
2786844 = Minor+Metabolite
2786845 = Minor+Metabolite
c_cytidine = Compound
2786847 = Enzyme
2786848 = Minor+Metabolite
2807392 = Minor+Metabolite
2786849 = Metabolite
2807391 = Metabolite
2807397 = Minor+Metabolite
c_Unknown+-+17438 = Compound
2807399 = Metabolite
2807394 = Minor+Metabolite
2807393 = Enzyme
2784208 = Enzyme
2807396 = Cofactor
2807395 = Metabolite
2784206 = Minor+Metabolite
2784205 = Minor+Metabolite
2784203 = Minor+Metabolite
2784202 = Enzyme
2786850 = Metabolite
2786851 = Minor+Metabolite
2786852 = Enzyme
2786855 = Enzyme
c_3-methylglutarate%2F2-methylglutarate = Compound
2786857 = Cofactor
2786858 = Minor+Metabolite
2786859 = Cofactor
2935840 = Cofactor
2934513 = Minor+Metabolite
2935843 = Cofactor
2934510 = Minor+Metabolite
2935842 = Metabolite
2935841 = Cofactor
2934516 = Cofactor
2935848 = Enzyme
2786740 = Metabolite
2934517 = Minor+Metabolite
2785410 = Metabolite
2935847 = Cofactor
2786741 = Minor+Metabolite
c_valine = Compound
2934514 = Enzyme
2785411 = Cofactor
2935846 = Minor+Metabolite
2786742 = Minor+Metabolite
2934515 = Minor+Metabolite
2935845 = Minor+Metabolite
2786743 = Enzyme
c_N6-acetyllysine = Compound
2785413 = Enzyme
2785414 = Metabolite
2786745 = Metabolite
2934518 = Cofactor
2785415 = Minor+Metabolite
2786746 = Minor+Metabolite
2934519 = Metabolite
2785416 = Minor+Metabolite
2935849 = Minor+Metabolite
2786747 = Minor+Metabolite
2785417 = Minor+Metabolite
2786748 = Enzyme
2785418 = Metabolite
2786749 = Metabolite
2785419 = Cofactor
c_Unknown+-+24845++-+retired+for+2-naphthol+sulfate = Compound
c_flavin+adenine+dinucleotide+%28FAD%29 = Compound
2935832 = Minor+Metabolite
2935831 = Minor+Metabolite
2934500 = Enzyme
2935830 = Enzyme
2934505 = Cofactor
2785420 = Enzyme
2935837 = Minor+Metabolite
2786751 = Enzyme
2934506 = Minor+Metabolite
2785421 = Minor+Metabolite
2935836 = Minor+Metabolite
2786752 = Minor+Metabolite
2934503 = Metabolite
2785422 = Metabolite
2935835 = Minor+Metabolite
2786753 = Metabolite
2934504 = Enzyme
2786754 = Metabolite
c_2-hydroxypalmitate = Compound
2934509 = Minor+Metabolite
2785424 = Minor+Metabolite
2786755 = Minor+Metabolite
2785425 = Minor+Metabolite
2786756 = Enzyme
2934507 = Minor+Metabolite
2785426 = Enzyme
2935839 = Enzyme
2786757 = Minor+Metabolite
c_palmitoyl+ethanolamide = Compound
2934508 = Minor+Metabolite
2785427 = Metabolite
2935838 = Cofactor
2786758 = Minor+Metabolite
2786759 = Metabolite
2785429 = Minor+Metabolite
2934530 = Enzyme
2935862 = Enzyme
2935860 = Minor+Metabolite
2934534 = Minor+Metabolite
2935866 = Metabolite
c_carotene+diol+%283%29 = Compound
2935864 = Cofactor
2786760 = Metabolite
2934533 = Minor+Metabolite
2785430 = Minor+Metabolite
2935863 = Minor+Metabolite
2786761 = Enzyme
2785431 = Enzyme
2786762 = Minor+Metabolite
2934539 = Cofactor
2935869 = Minor+Metabolite
2786763 = Minor+Metabolite
2934536 = Enzyme
2785433 = Minor+Metabolite
2935868 = Minor+Metabolite
2785434 = Minor+Metabolite
2935867 = Minor+Metabolite
2785435 = Metabolite
2786766 = Enzyme
2785436 = Minor+Metabolite
2786767 = Minor+Metabolite
2785437 = Minor+Metabolite
2786768 = Minor+Metabolite
2785438 = Enzyme
2785439 = Metabolite
p_Inositol+Metabolism = Sub+Pathway
c_1-palmitoyl-2-oleoyl-GPC+%2816%3A0%2F18%3A1%29 = Compound
2935851 = Metabolite
2935850 = Minor+Metabolite
2934523 = Minor+Metabolite
2935855 = Minor+Metabolite
2935854 = Cofactor
c_carotene+diol+%282%29 = Compound
2934521 = Enzyme
2785440 = Minor+Metabolite
2786771 = Enzyme
2934522 = Metabolite
2785441 = Minor+Metabolite
2935852 = Minor+Metabolite
c_Unknown+-+23196 = Compound
2934527 = Unknown
2785442 = Cofactor
2935859 = Cofactor
2935858 = Minor+Metabolite
2786774 = Enzyme
2934525 = Minor+Metabolite
2785444 = Enzyme
2934526 = Cofactor
2785445 = Minor+Metabolite
2935856 = Enzyme
2786776 = Metabolite
2785446 = Minor+Metabolite
2786777 = Minor+Metabolite
2785447 = Minor+Metabolite
2786778 = Minor+Metabolite
2934529 = Metabolite
2785448 = Metabolite
2786779 = Cofactor
2785449 = Metabolite
2807321 = Enzyme
2807320 = Minor+Metabolite
2807323 = Minor+Metabolite
2935880 = Cofactor
2807329 = Minor+Metabolite
2935884 = Minor+Metabolite
2934553 = FinalPathway
2807328 = Metabolite
2935883 = Metabolite
2935882 = Enzyme
p_Modified+Peptides = Sub+Pathway
2935881 = Minor+Metabolite
2934556 = FinalPathway
2935888 = Enzyme
2786780 = Enzyme
c_5alpha-androstan-3beta%2C17alpha-diol+disulfate = Compound
2934557 = Enzyme
2807324 = Minor+Metabolite
2785450 = Enzyme
2935887 = Metabolite
c_phosphatidylcholine+%28O-18%3A1%2F20%3A4%2C+O-16%3A0%2F22%3A5n3%29* = Compound
2807327 = Minor+Metabolite
2935886 = Minor+Metabolite
c_carotene+diol+%281%29 = Compound
2807326 = Enzyme
2935885 = Metabolite
2786783 = Minor+Metabolite
2785453 = Enzyme
2786784 = Minor+Metabolite
2785454 = Metabolite
2786785 = Enzyme
2934558 = Metabolite
2786786 = Minor+Metabolite
c_1-stearoyl-2-linoleoyl-GPI+%2818%3A0%2F18%3A2%29 = Compound
2934559 = Metabolite
2785456 = Minor+Metabolite
2935889 = Cofactor
2786787 = Cofactor
2785457 = Enzyme
2786788 = Metabolite
2786789 = Minor+Metabolite
2785459 = Minor+Metabolite
c_Unknown+-+23160 = Compound
2807332 = Minor+Metabolite
2807331 = Enzyme
2807334 = Metabolite
2807333 = Metabolite
2807330 = Metabolite
2934541 = Label
2935873 = Metabolite
2807339 = Cofactor
2935871 = Enzyme
2935870 = Minor+Metabolite
2807336 = Enzyme
2785460 = Minor+Metabolite
2786791 = Cofactor
2807335 = Metabolite
2785461 = Minor+Metabolite
2935876 = Minor+Metabolite
2786792 = Enzyme
2934543 = FinalPathway
2807338 = Minor+Metabolite
2935875 = Enzyme
2786793 = Metabolite
2807337 = Minor+Metabolite
2785463 = Enzyme
2935874 = Minor+Metabolite
2786794 = Metabolite
2786795 = Enzyme
2934547 = FinalPathway
2935879 = Minor+Metabolite
2786797 = Metabolite
2786798 = Minor+Metabolite
2785468 = Enzyme
2786799 = Minor+Metabolite
2934570 = Minor+Metabolite
c_oleoyl-linoleoyl-glycerol+%2818%3A1%2F18%3A2%29+%5B1%5D = Compound
2934571 = Enzyme
2934574 = Enzyme
2807307 = Enzyme
2934575 = Minor+Metabolite
2934572 = Metabolite
2807309 = Minor+Metabolite
2934573 = Metabolite
2807308 = Metabolite
2785470 = Minor+Metabolite
2934578 = Minor+Metabolite
2785471 = Cofactor
2934579 = Metabolite
2934576 = Metabolite
2785473 = Minor+Metabolite
2934577 = Minor+Metabolite
2785474 = Enzyme
2785475 = Metabolite
2785477 = Minor+Metabolite
c_1-oleoyl-2-docosapentaenoyl-GPC+%2818%3A1%2F22%3A5n6%29* = Compound
c_Unknown+-+24475 = Compound
2785478 = Minor+Metabolite
c_3-hydroxy-2-ethylpropionate = Compound
c_Unknown+-+23145 = Compound
2785479 = Enzyme
c_1-palmityl-2-arachidonoyl-GPC+%28O-16%3A0%2F20%3A4%29* = Compound
2807310 = Metabolite
2807312 = Minor+Metabolite
2807311 = Metabolite
2935891 = Minor+Metabolite
2934560 = Enzyme
2935890 = Minor+Metabolite
c_oleoyl-linoleoyl-glycerol+%2818%3A1%2F18%3A2%29+%5B2%5D = Compound
2934563 = Enzyme
2807318 = Metabolite
2935895 = Metabolite
2934564 = Minor+Metabolite
2807317 = Metabolite
2934561 = Metabolite
2785480 = Minor+Metabolite
2935893 = Minor+Metabolite
c_tyrosine = Compound
2934562 = Metabolite
2807319 = Minor+Metabolite
2935892 = Minor+Metabolite
2934567 = Minor+Metabolite
2807314 = Metabolite
2785482 = Minor+Metabolite
2934568 = Metabolite
2807313 = Minor+Metabolite
2785483 = Minor+Metabolite
2807316 = Enzyme
2785484 = Metabolite
2935897 = Enzyme
2934566 = Minor+Metabolite
2807315 = Minor+Metabolite
2785485 = Enzyme
2935896 = Minor+Metabolite
2785487 = Minor+Metabolite
2934569 = Minor+Metabolite
2785488 = Minor+Metabolite
c_Unknown+-+23157 = Compound
p_Oxidative+Phosphorylation = Sub+Pathway
c_sphingosine+1-phosphate = Compound
c_Unknown+-+12472 = Compound
c_guaiacol+sulfate = Compound
p_Plasmalogen = Sub+Pathway
2785490 = Enzyme
2785491 = Minor+Metabolite
2785492 = Cofactor
2785493 = Minor+Metabolite
2785496 = Label
c_Unknown+-+24452 = Compound
2785499 = FinalPathway
c_Unknown+-+24455 = Compound
c_oleoylcarnitine+%28C18%3A1%29 = Compound
c_Unknown+-+12456 = Compound
c_Unknown+-+23109 = Compound
c_sphingomyelin+%28d18%3A1%2F21%3A0%2C+d17%3A1%2F22%3A0%2C+d16%3A1%2F23%3A0%29* = Compound
c_Unknown+-+24431 = Compound
c_Unknown+-+24432 = Compound
c_Unknown+-+24435 = Compound
c_Unknown+-+12459 = Compound
c_2-aminophenol+sulfate = Compound
c_indoleacetylglutamine = Compound
c_Unknown+-+12462 = Compound
2781899 = Minor+Metabolite
2781897 = Metabolite
2781898 = Enzyme
2781895 = Unknown
2781893 = Metabolite
2781894 = Metabolite
2781891 = Enzyme
2781892 = Minor+Metabolite
2781890 = Metabolite
c_glutamine = Compound
c_1-%281-enyl-stearoyl%29-2-oleoyl-GPE+%28P-18%3A0%2F18%3A1%29 = Compound
2781888 = Minor+Metabolite
2781889 = Minor+Metabolite
2781886 = Enzyme
2781884 = Metabolite
2781885 = Minor+Metabolite
2781882 = Minor+Metabolite
2781883 = Metabolite
2781880 = Minor+Metabolite
2781881 = Minor+Metabolite
2935804 = Enzyme
2935802 = Metabolite
2935801 = Unknown
2935808 = Minor+Metabolite
2935807 = Minor+Metabolite
2935806 = Minor+Metabolite
c_4-phenylbutyrate = Compound
2935805 = Metabolite
2935809 = Metabolite
c_5-bromotryptophan = Compound
2781879 = Minor+Metabolite
c_tauroursodeoxycholate = Compound
c_Unknown+-+12442 = Compound
2781878 = Enzyme
c_perfluorooctanoate+%28PFOA%29* = Compound
c_Unknown+-+24425 = Compound
c_sphingomyelin+%28d18%3A2%2F21%3A0%2C+d16%3A2%2F23%3A0%29* = Compound
c_glucuronide+of+piperine+metabolite+C17H21NO3+%285%29* = Compound
c_Unknown+-+24422 = Compound
p_Benzoate+Metabolism = Sub+Pathway
c_ceramide+%28d18%3A1%2F14%3A0%2C+d16%3A1%2F16%3A0%29* = Compound
p_Fructose%2C+Mannose+and+Galactose+Metabolism = Sub+Pathway
c_1-docosapentaenoyl-GPC+%2822%3A5n3%29* = Compound
c_Unknown+-+12411 = Compound
2935822 = Minor+Metabolite
2935821 = Minor+Metabolite
2935820 = Metabolite
2935826 = Minor+Metabolite
c_N2%2CN2-dimethylguanosine = Compound
2935825 = Minor+Metabolite
2935824 = Metabolite
2935823 = Enzyme
2935829 = Metabolite
2935828 = Minor+Metabolite
2935827 = Metabolite
c_tartronate+%28hydroxymalonate%29 = Compound
2935811 = Cofactor
2935810 = Enzyme
2935815 = Minor+Metabolite
c_gulonate* = Compound
2935813 = Minor+Metabolite
2935812 = Cofactor
c_glycocholate = Compound
2935819 = Minor+Metabolite
2935818 = Metabolite
c_4-methoxyphenol+sulfate = Compound
2935817 = Enzyme
2935816 = Metabolite
2781969 = Class
2781967 = Cofactor
2781968 = Minor+Metabolite
2781965 = Class
2781966 = Minor+Metabolite
2781964 = Enzyme
2781962 = Minor+Metabolite
2781960 = Minor+Metabolite
p_Long+Chain+Fatty+Acid = Sub+Pathway
c_3-hydroxymyristate = Compound
2781959 = Enzyme
2781956 = Minor+Metabolite
2781957 = Minor+Metabolite
2781954 = Enzyme
2781952 = Metabolite
2781953 = Class
2781950 = Minor+Metabolite
2781951 = Minor+Metabolite
p_Ketone+Bodies = Sub+Pathway
c_sphinganine-1-phosphate = Compound
c_Unknown+-+12524 = Compound
c_pregnenediol+sulfate+%28C21H34O5S%29* = Compound
c_1-arachidonoyl-GPI+%2820%3A4%29* = Compound
2781949 = Enzyme
2781947 = Metabolite
2781948 = Minor+Metabolite
2781945 = Class
2781946 = Minor+Metabolite
2781943 = Metabolite
2781944 = Enzyme
2781941 = Metabolite
2781942 = Minor+Metabolite
2781940 = Enzyme
2781938 = Minor+Metabolite
2781939 = Class
2781936 = Class
c_1-%281-enyl-palmitoyl%29-2-docosahexaenoyl-GPE+%28P-16%3A0%2F22%3A6%29* = Compound
2781937 = Minor+Metabolite
2781935 = Enzyme
2781931 = FinalPathway
c_1-linoleoyl-2-arachidonoyl-GPE+%2818%3A2%2F20%3A4%29* = Compound
c_2-pyrrolidinone = Compound
c_cortisone = Compound
c_%28N%281%29+%2B+N%288%29%29-acetylspermidine = Compound
c_Unknown+-+13835 = Compound
c_hexadecanedioate+%28C16-DC%29 = Compound
2781927 = Metabolite
2781928 = Label
2781925 = Metabolite
c_glucose = Compound
2781923 = Enzyme
2781924 = Minor+Metabolite
2781921 = Minor+Metabolite
2781922 = Minor+Metabolite
2781920 = Minor+Metabolite
c_Unknown+-+16071 = Compound
2784199 = Minor+Metabolite
2784198 = Minor+Metabolite
c_1-methylurate = Compound
2784197 = Enzyme
2784196 = Minor+Metabolite
2784195 = Minor+Metabolite
2784193 = Metabolite
2784192 = Enzyme
2784191 = Metabolite
c_benzoate = Compound
2781918 = Minor+Metabolite
2781919 = Minor+Metabolite
2781915 = Enzyme
2781912 = Minor+Metabolite
2781911 = Enzyme
c_Unknown+-+16087 = Compound
2784189 = Minor+Metabolite
2784188 = Minor+Metabolite
2784187 = Minor+Metabolite
2784186 = Enzyme
2784185 = Minor+Metabolite
2784184 = Minor+Metabolite
2784183 = Metabolite
2784182 = Minor+Metabolite
2784181 = Metabolite
2784180 = Enzyme
2781909 = Minor+Metabolite
2781907 = Minor+Metabolite
2781908 = Minor+Metabolite
2781905 = Minor+Metabolite
2781906 = Minor+Metabolite
2781903 = Enzyme
2781901 = Metabolite
p_Medium+Chain+Fatty+Acid = Sub+Pathway
2781902 = Minor+Metabolite
2781900 = Metabolite
c_3-hydroxybutyrylcarnitine+%282%29 = Compound
2784178 = Minor+Metabolite
2784177 = Metabolite
2784176 = Minor+Metabolite
2784175 = Enzyme
c_sulfate* = Compound
2784174 = Metabolite
2784173 = Metabolite
2784172 = Enzyme
2784171 = Minor+Metabolite
2784170 = Minor+Metabolite
c_linoleoyl-linolenoyl-glycerol+%2818%3A2%2F18%3A3%29+%5B1%5D* = Compound
c_3-hydroxyhippurate = Compound
2784169 = Metabolite
c_3-hydroxybutyrylcarnitine+%281%29 = Compound
2784167 = Minor+Metabolite
2784166 = Enzyme
2784165 = Metabolite
2784164 = Metabolite
2784163 = Minor+Metabolite
2784162 = Minor+Metabolite
2784161 = Enzyme
2784160 = Minor+Metabolite
p_Drug+-+Analgesics%2C+Anesthetics = Sub+Pathway
c_gamma-glutamyltyrosine = Compound
2934590 = Minor+Metabolite
2934591 = Enzyme
2934596 = Minor+Metabolite
2934597 = Minor+Metabolite
2934594 = Minor+Metabolite
2934595 = Minor+Metabolite
2784159 = Minor+Metabolite
2784158 = Metabolite
2784157 = Metabolite
2934598 = Minor+Metabolite
2784156 = Metabolite
2934599 = Enzyme
2784155 = Enzyme
2784154 = Metabolite
2784153 = Minor+Metabolite
2784152 = Minor+Metabolite
2784150 = Enzyme
c_allantoin = Compound
2934581 = Enzyme
2934582 = Metabolite
2934580 = Minor+Metabolite
2934585 = Minor+Metabolite
2934586 = Metabolite
2784149 = Metabolite
2934584 = Enzyme
2784148 = Minor+Metabolite
2934589 = Minor+Metabolite
2784147 = Minor+Metabolite
2784146 = Minor+Metabolite
2934587 = Metabolite
2784145 = Metabolite
2934588 = Minor+Metabolite
2784144 = Enzyme
2784143 = FinalPathway
c_6-hydroxyindole+sulfate = Compound
c_gamma-carboxyglutamate = Compound
c_guanidinoacetate = Compound
c_Unknown+-+17340 = Compound
2784133 = FinalPathway
2784130 = FinalPathway
c_sphingomyelin+%28d17%3A1%2F16%3A0%2C+d18%3A1%2F15%3A0%2C+d16%3A1%2F17%3A0%29* = Compound
c_Unknown+-+17359 = Compound
c_Unknown+-+17357 = Compound
c_Unknown+-+17351 = Compound
2784125 = FinalPathway
c_glucuronide+of+C10H14O2+%284%29* = Compound
c_Unknown+-+17327 = Compound
c_Unknown+-+17328 = Compound
c_Unknown+-+17325 = Compound
2784119 = FinalPathway
2784116 = FinalPathway
2784113 = FinalPathway
2784110 = Label
2786700 = Metabolite
2786701 = Minor+Metabolite
2786702 = Minor+Metabolite
2786703 = Enzyme
2786704 = Metabolite
2786705 = Metabolite
2786706 = Minor+Metabolite
2786707 = Minor+Metabolite
2786708 = Enzyme
2786709 = Metabolite
c_Unknown+-+17337 = Compound
c_Unknown+-+17335 = Compound
2784109 = Minor+Metabolite
c_tauro-beta-muricholate = Compound
2784107 = Metabolite
2784106 = Enzyme
2784105 = Minor+Metabolite
2784104 = Minor+Metabolite
2784101 = Minor+Metabolite
2784100 = Minor+Metabolite
2786711 = Minor+Metabolite
2786712 = Minor+Metabolite
2786713 = Cofactor
2786714 = Enzyme
2786715 = Metabolite
2786716 = Metabolite
2786717 = Enzyme
2786718 = Metabolite
2786719 = Metabolite
c_N-palmitoyl-sphingosine+%28d18%3A1%2F16%3A0%29 = Compound
2786720 = Enzyme
c_thyroxine = Compound
2786722 = Metabolite
2786723 = Minor+Metabolite
2786724 = Enzyme
2786725 = Cofactor
2786726 = Metabolite
2786727 = Minor+Metabolite
2786728 = Minor+Metabolite
2786729 = Minor+Metabolite
c_1-pentadecanoyl-2-arachidonoyl-GPC+%2815%3A0%2F20%3A4%29* = Compound
2786730 = Metabolite
2785400 = Minor+Metabolite
2786731 = Enzyme
2785402 = Enzyme
2786733 = Metabolite
2785403 = Metabolite
2786734 = Enzyme
2785404 = Cofactor
2785405 = Metabolite
2785406 = Enzyme
2786737 = Enzyme
2786739 = Cofactor
2785409 = Cofactor
c_7-methylguanine = Compound
2783109 = Metabolite
2783107 = Minor+Metabolite
2783106 = Enzyme
2783105 = Metabolite
2783104 = Minor+Metabolite
2783103 = Minor+Metabolite
c_sphingomyelin+%28d18%3A1%2F25%3A0%2C+d19%3A0%2F24%3A1%2C+d20%3A1%2F23%3A0%2C+d19%3A1%2F24%3A0%29* = Compound
2783102 = Minor+Metabolite
2936812 = Enzyme
2783101 = Metabolite
2936811 = Cofactor
c_1-oleoyl-2-docosapentaenoyl-GPC+%2818%3A1%2F22%3A5n3%29* = Compound
2783100 = Enzyme
2936810 = Minor+Metabolite
2936816 = Intermediate
2936815 = Minor+Metabolite
2936814 = Metabolite
2936813 = Minor+Metabolite
sp_Partially+Characterized+Molecules = Super+Pathway
2936819 = Cofactor
c_fumarate = Compound
2936817 = Enzyme
c_1-linoleoyl-GPC+%2818%3A2%29 = Compound
2936801 = Minor+Metabolite
2936800 = Minor+Metabolite
2936804 = Minor+Metabolite
2936803 = Enzyme
2936802 = Metabolite
2936809 = Minor+Metabolite
2936807 = Minor+Metabolite
2936806 = Minor+Metabolite
p_Pyrimidine+Metabolism%2C+Thymine+containing = Sub+Pathway
c_1-%281-enyl-palmitoyl%29-2-oleoyl-GPC+%28P-16%3A0%2F18%3A1%29* = Compound
2936830 = Minor+Metabolite
2935503 = Enzyme
2936834 = Minor+Metabolite
2936833 = Minor+Metabolite
2936832 = Cofactor
2935500 = Enzyme
2936831 = Minor+Metabolite
2936838 = Minor+Metabolite
2935506 = Enzyme
2936836 = Enzyme
2935509 = Enzyme
2936839 = Minor+Metabolite
2936823 = Minor+Metabolite
2936822 = Minor+Metabolite
2936821 = Cofactor
2936820 = Minor+Metabolite
2936826 = Cofactor
2936825 = Minor+Metabolite
2936824 = Metabolite
2936828 = Enzyme
2935521 = Minor+Metabolite
2936852 = Enzyme
2936851 = Minor+Metabolite
2936850 = Metabolite
2935525 = FinalPathway
2936856 = Minor+Metabolite
2936855 = Minor+Metabolite
2935528 = FinalPathway
2936859 = Cofactor
2936858 = Cofactor
2936857 = Minor+Metabolite
c_palmitoleoyl-oleoyl-glycerol+%2816%3A1%2F18%3A1%29+%5B1%5D* = Compound
c_1-stearoyl-GPI+%2818%3A0%29 = Compound
c_6-oxopiperidine-2-carboxylate = Compound
2936840 = Minor+Metabolite
2936844 = Enzyme
2935512 = Enzyme
2936843 = Cofactor
2936842 = Minor+Metabolite
2935518 = Metabolite
2936849 = Minor+Metabolite
2935516 = Label
2936847 = Enzyme
2936846 = Metabolite
c_2-palmitoyl-GPC+%2816%3A0%29* = Compound
2936870 = Enzyme
2935543 = Cofactor
2935542 = Metabolite
2935541 = Enzyme
2936872 = Minor+Metabolite
2936871 = Minor+Metabolite
2935547 = Enzyme
2936878 = Enzyme
c_3-hydroxypyridine+sulfate = Compound
2935546 = Metabolite
2936877 = Cofactor
2935545 = Minor+Metabolite
2936876 = Minor+Metabolite
2935544 = Minor+Metabolite
c_picolinate = Compound
2935549 = Metabolite
2935548 = Metabolite
c_bilirubin+%28Z%2CZ%29 = Compound
2936863 = Minor+Metabolite
2936862 = Enzyme
2936861 = Minor+Metabolite
2936860 = Minor+Metabolite
2935536 = Metabolite
2936867 = Minor+Metabolite
2935535 = Enzyme
2936866 = Metabolite
2935533 = FinalPathway
2936864 = Minor+Metabolite
2935539 = Metabolite
2935538 = Enzyme
2936869 = Minor+Metabolite
2935537 = Metabolite
2936868 = Minor+Metabolite
c_gamma-glutamylhistidine = Compound
c_Unknown+-+13684 = Compound
c_Unknown+-+24337 = Compound
c_octadecenedioate+%28C18%3A1-DC%29* = Compound
c_3-methyl+catechol+sulfate+%281%29 = Compound
c_Unknown+-+24328 = Compound
c_2-oxoarginine* = Compound
c_pyroglutamylglycine = Compound
c_Unknown+-+24306 = Compound
c_cyclo%28leu-pro%29 = Compound
c_Unknown+-+24307 = Compound
c_trans-4-hydroxyproline = Compound
c_Unknown+-+24309 = Compound
c_myristoyl+dihydrosphingomyelin+%28d18%3A0%2F14%3A0%29* = Compound
c_Unknown+-+12329 = Compound
c_N-acetyl-beta-alanine = Compound
c_S-1-pyrroline-5-carboxylate = Compound
c_1-stearoyl-2-arachidonoyl-GPC+%2818%3A0%2F20%3A4%29 = Compound
c_O-sulfo-L-tyrosine = Compound
c_hexanoylglycine = Compound
c_Unknown+-+13728 = Compound
c_Unknown+-+13729 = Compound
c_threonine = Compound
c_1-oleoylglycerol+%2818%3A1%29 = Compound
2826701 = FinalPathway
c_margarate+%2817%3A0%29 = Compound
c_1-stearoyl-2-docosahexaenoyl-GPE+%2818%3A0%2F22%3A6%29* = Compound
c_1-stearoyl-2-docosahexaenoyl-GPC+%2818%3A0%2F22%3A6%29 = Compound
c_4-imidazoleacetate = Compound
c_9-hydroxystearate = Compound
c_suberoylcarnitine+%28C8-DC%29 = Compound
c_1-linoleoyl-GPE+%2818%3A2%29* = Compound
c_Unknown+-+17299 = Compound
c_adenosine+3%27%2C5%27-cyclic+monophosphate+%28cAMP%29 = Compound
c_adenine = Compound
c_oleoyl-arachidonoyl-glycerol+%2818%3A1%2F20%3A4%29+%5B1%5D* = Compound
2783199 = Minor+Metabolite
2783198 = Metabolite
2783197 = Enzyme
2783196 = Minor+Metabolite
2783195 = Minor+Metabolite
2783194 = Minor+Metabolite
2783191 = Enzyme
2783190 = Minor+Metabolite
c_1-linolenoyl-GPE+%2818%3A3%29* = Compound
2935561 = Cofactor
2935560 = Minor+Metabolite
2936891 = FinalPathway
c_citrate = Compound
2935565 = Minor+Metabolite
2935564 = Minor+Metabolite
2936894 = FinalPathway
2935562 = Enzyme
c_carboxyibuprofen = Compound
2935569 = Metabolite
2783189 = Minor+Metabolite
2783188 = Metabolite
2935567 = Enzyme
2783187 = Metabolite
2935566 = Metabolite
2783186 = Cofactor
2783185 = Minor+Metabolite
2783184 = Minor+Metabolite
2783183 = Enzyme
2783182 = Minor+Metabolite
2783181 = Minor+Metabolite
2783180 = Minor+Metabolite
2935550 = Cofactor
2936881 = Cofactor
2935554 = Minor+Metabolite
2936885 = Cofactor
2935553 = Enzyme
2935552 = Minor+Metabolite
2936883 = Enzyme
2935551 = Minor+Metabolite
2936882 = Minor+Metabolite
2783179 = Metabolite
2936889 = Label
2935557 = Metabolite
2783177 = Enzyme
2935556 = Cofactor
2783176 = Minor+Metabolite
2935555 = Minor+Metabolite
2783175 = Metabolite
2783173 = Minor+Metabolite
2783172 = Minor+Metabolite
2935559 = Minor+Metabolite
2783171 = Enzyme
c_pyrraline = Compound
c_glucuronide+of+C10H14O2+%285%29* = Compound
2935583 = Metabolite
2935581 = Enzyme
2935587 = Cofactor
2935586 = Minor+Metabolite
2935585 = Cofactor
