CompoundType (class=java.lang.String)
2935012 = Minor+Metabolite
2936343 = Enzyme
2782386 = Unknown
2935019 = Metabolite
2782387 = Metabolite
2935018 = Enzyme
2782384 = Minor+Metabolite
2935017 = Minor+Metabolite
2782385 = Minor+Metabolite
2935016 = Metabolite
2936347 = Minor+Metabolite
2782382 = Minor+Metabolite
2782383 = Minor+Metabolite
c_gamma-glutamylphenylalanine = Compound
c_Unknown+-+15469 = Compound
c_nonadecanoate+%2819%3A0%29 = Compound
c_Unknown+-+15461 = Compound
c_linolenoylcarnitine+%28C18%3A3%29* = Compound
2781398 = Minor+Metabolite
2781397 = Minor+Metabolite
2781394 = Cofactor
2781395 = Enzyme
2781392 = Metabolite
2781393 = Minor+Metabolite
2781390 = Metabolite
c_1-palmitoyl-2-linoleoyl-GPI+%2816%3A0%2F18%3A2%29 = Compound
2781391 = Minor+Metabolite
c_linoleoyl-linoleoyl-glycerol+%2818%3A2%2F18%3A2%29+%5B1%5D* = Compound
c_phosphatidylcholine+%2816%3A0%2F22%3A5n3%2C+18%3A1%2F20%3A4%29* = Compound
2781389 = Enzyme
2781387 = Minor+Metabolite
2781386 = Minor+Metabolite
2781383 = Minor+Metabolite
2781384 = Minor+Metabolite
2781381 = Minor+Metabolite
c_acisoga = Compound
2781382 = Enzyme
2781380 = Metabolite
p_Phospholipid+Metabolism = Sub+Pathway
c_N-methylpipecolate = Compound
c_lysine = Compound
c_1-palmitoyl-2-linoleoyl-GPC+%2816%3A0%2F18%3A2%29 = Compound
c_glycodeoxycholate = Compound
2781378 = Minor+Metabolite
2781379 = Minor+Metabolite
2781376 = Enzyme
c_dimethylarginine+%28SDMA+%2B+ADMA%29 = Compound
2781375 = Minor+Metabolite
2781372 = Minor+Metabolite
2781370 = Enzyme
2787500 = Metabolite
2781371 = Minor+Metabolite
2787501 = Enzyme
2787504 = Metabolite
2787503 = Minor+Metabolite
2787506 = Minor+Metabolite
2787505 = Minor+Metabolite
2787508 = Enzyme
2787507 = Minor+Metabolite
2787509 = Minor+Metabolite
c_mannose = Compound
c_1-palmitoleoyl-GPC+%2816%3A1%29* = Compound
2781369 = Minor+Metabolite
c_betonicine = Compound
2781367 = Minor+Metabolite
2782698 = Minor+Metabolite
2781368 = Metabolite
2782699 = Label
2781365 = Enzyme
2782697 = Minor+Metabolite
2781363 = Minor+Metabolite
2782695 = Minor+Metabolite
2781362 = Minor+Metabolite
2782693 = Minor+Metabolite
c_1-myristoyl-GPC+%2814%3A0%29 = Compound
2782690 = Minor+Metabolite
2787511 = Minor+Metabolite
2781360 = Cofactor
2782691 = Enzyme
2787513 = Minor+Metabolite
2787512 = Minor+Metabolite
2787515 = Enzyme
2787517 = Minor+Metabolite
2787519 = Metabolite
2787518 = Minor+Metabolite
c_N-acetylisoleucine = Compound
c_dodecadienoate+%2812%3A2%29* = Compound
2781358 = Minor+Metabolite
2782689 = Minor+Metabolite
2781359 = Minor+Metabolite
2781356 = Minor+Metabolite
2782687 = Class
2781357 = Enzyme
2781354 = Minor+Metabolite
2781355 = Minor+Metabolite
2782686 = Enzyme
2781352 = Minor+Metabolite
2782683 = Minor+Metabolite
2782684 = Metabolite
2781350 = Minor+Metabolite
2782681 = Minor+Metabolite
2787520 = Enzyme
2782682 = Minor+Metabolite
2787522 = Metabolite
2782680 = Cofactor
2787521 = Metabolite
2787524 = Minor+Metabolite
2787523 = Minor+Metabolite
2787526 = Minor+Metabolite
2787525 = Enzyme
2787528 = Minor+Metabolite
c_beta-hydroxyisovalerate = Compound
2787527 = Minor+Metabolite
c_1-eicosapentaenoyl-GPE+%2820%3A5%29* = Compound
2781349 = Enzyme
2781347 = Minor+Metabolite
2782678 = Minor+Metabolite
c_1%2C3%2C7-trimethylurate = Compound
2781348 = Cofactor
2782679 = Enzyme
2781346 = Minor+Metabolite
2782677 = Metabolite
2781343 = Enzyme
2782674 = Metabolite
2781341 = Minor+Metabolite
2781342 = Minor+Metabolite
2782673 = Enzyme
c_sebacate+%28C10-DC%29 = Compound
2787531 = Enzyme
2781340 = Minor+Metabolite
2782671 = Minor+Metabolite
2786200 = Minor+Metabolite
2786201 = Minor+Metabolite
2787533 = Minor+Metabolite
2786202 = Cofactor
2787532 = Metabolite
2787535 = Metabolite
2787534 = Minor+Metabolite
2786205 = Enzyme
2787537 = Minor+Metabolite
2787536 = Enzyme
c_3-carboxy-4-methyl-5-pentyl-2-furanpropionate+%283-Cmpfp%29** = Compound
2786207 = Minor+Metabolite
c_N-linoleoyltaurine* = Compound
2786208 = Minor+Metabolite
2787538 = Minor+Metabolite
2786209 = Cofactor
c_palmitamide+%2816%3A0%29 = Compound
2782669 = Enzyme
2781339 = Minor+Metabolite
2781336 = Enzyme
2782667 = Minor+Metabolite
2783998 = FinalPathway
2781334 = Cofactor
2782665 = Minor+Metabolite
2782666 = Cofactor
2781332 = Minor+Metabolite
2782663 = Minor+Metabolite
2783995 = FinalPathway
2781333 = Minor+Metabolite
2782664 = Class
2781330 = Minor+Metabolite
2782661 = Enzyme
2781331 = Metabolite
2782662 = Minor+Metabolite
2783992 = Label
2783991 = Cofactor
2786210 = Minor+Metabolite
2787542 = Minor+Metabolite
2783990 = Minor+Metabolite
2787541 = Enzyme
2786212 = Label
2787544 = Minor+Metabolite
2787543 = Minor+Metabolite
2786214 = FinalPathway
2786217 = FinalPathway
2787547 = Enzyme
c_sucrose = Compound
2786219 = Label
c_4-cholesten-3-one = Compound
c_N4-acetylcytidine = Compound
c_myristoyl-linoleoyl-glycerol+%2814%3A0%2F18%3A2%29+%5B1%5D* = Compound
2781329 = Minor+Metabolite
2781327 = Cofactor
2782658 = Minor+Metabolite
2781328 = Enzyme
2781325 = Minor+Metabolite
2782656 = Enzyme
2783988 = Minor+Metabolite
2781326 = Minor+Metabolite
2782657 = Minor+Metabolite
2783987 = Minor+Metabolite
2781323 = Minor+Metabolite
2782654 = Metabolite
2781324 = Metabolite
2783985 = Cofactor
2782652 = Minor+Metabolite
2783984 = Enzyme
2781322 = Minor+Metabolite
2782653 = Minor+Metabolite
2782650 = Enzyme
2783982 = Intermediate
2787551 = Minor+Metabolite
2781320 = Enzyme
2782651 = Minor+Metabolite
2787550 = Minor+Metabolite
2786221 = Metabolite
2787553 = Enzyme
2786222 = FinalPathway
2787552 = Minor+Metabolite
2786224 = Class
2787554 = Minor+Metabolite
2786225 = Metabolite
2787557 = Minor+Metabolite
2787556 = Minor+Metabolite
2787559 = Enzyme
2786228 = Metabolite
2787558 = Metabolite
c_orotate = Compound
c_xanthine = Compound
2781318 = Minor+Metabolite
2782649 = Minor+Metabolite
2781317 = Minor+Metabolite
2782648 = Metabolite
2783978 = Enzyme
2781314 = Metabolite
2782645 = Enzyme
2781315 = Enzyme
2782646 = Minor+Metabolite
2782643 = Minor+Metabolite
2781313 = Metabolite
2782644 = Metabolite
2783974 = Enzyme
2781310 = Cofactor
2782641 = Minor+Metabolite
2781311 = Enzyme
2782642 = Minor+Metabolite
2783971 = Enzyme
2787562 = Minor+Metabolite
2782640 = Cofactor
2786231 = Class
2787561 = Minor+Metabolite
2787564 = Minor+Metabolite
c_N1-methylinosine = Compound
2786234 = Metabolite
2787566 = Metabolite
2787565 = Enzyme
2786236 = Metabolite
2787568 = Minor+Metabolite
2786237 = FinalPathway
2787567 = Minor+Metabolite
2787569 = Minor+Metabolite
2781309 = Metabolite
2781307 = Enzyme
2782638 = Minor+Metabolite
2781308 = Metabolite
2782639 = Class
c_anserine = Compound
2781305 = Minor+Metabolite
2782636 = Minor+Metabolite
2781306 = Cofactor
2782637 = Enzyme
2783967 = Enzyme
2781303 = Minor+Metabolite
2782634 = Minor+Metabolite
2783966 = Metabolite
2781304 = Minor+Metabolite
2782635 = Minor+Metabolite
2783965 = Metabolite
2781301 = Minor+Metabolite
2781302 = Minor+Metabolite
2782633 = Minor+Metabolite
2783963 = Enzyme
2782630 = Enzyme
2787571 = Enzyme
2781300 = Minor+Metabolite
2782631 = Metabolite
2786240 = Metabolite
2787573 = Metabolite
2786243 = Class
2787575 = Minor+Metabolite
2787574 = Minor+Metabolite
2786245 = Class
2787577 = Metabolite
2786246 = FinalPathway
2787576 = Enzyme
2787579 = Metabolite
2787578 = Minor+Metabolite
2786249 = Metabolite
c_3b-hydroxy-5-cholenoic+acid = Compound
c_Unknown+-+21286 = Compound
c_Unknown+-+21285 = Compound
2782629 = Metabolite
2782627 = Minor+Metabolite
2783959 = Minor+Metabolite
2782628 = Minor+Metabolite
2783958 = Minor+Metabolite
2783957 = Enzyme
2782626 = Minor+Metabolite
2783956 = Metabolite
2782623 = Metabolite
2782624 = Enzyme
2782621 = Metabolite
2787580 = Minor+Metabolite
2782622 = Minor+Metabolite
2783952 = Enzyme
2787582 = Metabolite
2782620 = Enzyme
2787581 = Enzyme
2786252 = FinalPathway
2787584 = Minor+Metabolite
2787583 = Minor+Metabolite
2787586 = Enzyme
2786255 = Metabolite
2787588 = Minor+Metabolite
2787587 = Minor+Metabolite
2786258 = Metabolite
2787589 = Minor+Metabolite
2782618 = Minor+Metabolite
2782619 = Minor+Metabolite
2783949 = Enzyme
2782616 = Class
2782617 = Metabolite
2782614 = Enzyme
2783946 = Minor+Metabolite
2782615 = Metabolite
2783945 = Cofactor
2782612 = FinalPathway
2783944 = Minor+Metabolite
c_glucuronide+of+C10H18O2+%288%29* = Compound
2783943 = Minor+Metabolite
2782610 = Label
2783942 = Enzyme
2787591 = Metabolite
2783941 = Metabolite
2787590 = Metabolite
2783940 = Metabolite
2787593 = Minor+Metabolite
2787592 = Enzyme
2786264 = Class
2787597 = Minor+Metabolite
2787596 = Minor+Metabolite
2786267 = Metabolite
2787598 = Enzyme
2782607 = Unknown
2783939 = Metabolite
2783938 = Enzyme
2782606 = Metabolite
2783936 = Intermediate
2782603 = Metabolite
2783935 = Metabolite
2782604 = Metabolite
2782601 = Minor+Metabolite
2783933 = Enzyme
2782602 = Enzyme
2783930 = Minor+Metabolite
c_2-linoleoyl-GPE+%2818%3A2%29* = Compound
c_1-oleoyl-2-linoleoyl-GPE+%2818%3A1%2F18%3A2%29* = Compound
2786276 = Metabolite
c_phenylacetylglycine = Compound
2786279 = Metabolite
c_linoleate+%2818%3A2n6%29 = Compound
2783929 = Enzyme
2783928 = Metabolite
2783927 = Metabolite
2783926 = Minor+Metabolite
2783925 = Metabolite
2783924 = Enzyme
2783923 = Minor+Metabolite
2783922 = Metabolite
c_3-hydroxyhexanoate = Compound
c_stearamide+%2818%3A0%29 = Compound
2783921 = Metabolite
2783920 = Minor+Metabolite
c_3-hydroxydecanoate = Compound
c_1-%281-enyl-palmitoyl%29-2-palmitoleoyl-GPC+%28P-16%3A0%2F16%3A1%29* = Compound
2783919 = Enzyme
c_Unknown+-+21258 = Compound
c_gamma-glutamylisoleucine* = Compound
2936012 = Minor+Metabolite
2936010 = Enzyme
2786180 = Enzyme
2786181 = Minor+Metabolite
2936016 = Enzyme
2786182 = Metabolite
2786183 = Metabolite
2936014 = Minor+Metabolite
2786184 = Minor+Metabolite
2936013 = Minor+Metabolite
2786185 = Minor+Metabolite
2786186 = Enzyme
2936019 = Minor+Metabolite
2936018 = Minor+Metabolite
2786188 = Minor+Metabolite
2786189 = Minor+Metabolite
c_Unknown+-+21341 = Compound
c_2-hydroxyibuprofen = Compound
2936000 = Cofactor
2786190 = Minor+Metabolite
2786191 = Minor+Metabolite
2786192 = Metabolite
2786193 = Enzyme
2936004 = Enzyme
2786194 = Metabolite
2936002 = Minor+Metabolite
2786196 = Unknown
2936009 = Minor+Metabolite
2936008 = Minor+Metabolite
2936007 = Minor+Metabolite
2786199 = Enzyme
c_bradykinin%2C+des-arg%289%29 = Compound
c_Unknown+-+21353 = Compound
c_2-hydroxybutyrate%2F2-hydroxyisobutyrate = Compound
2936030 = Minor+Metabolite
c_Unknown+-+21327 = Compound
2936034 = Enzyme
2936033 = Minor+Metabolite
2936032 = Cofactor
2936031 = Cofactor
2936037 = Minor+Metabolite
2936036 = Metabolite
2936039 = Minor+Metabolite
sp_Xenobiotics = Super+Pathway
c_Unknown+-+21339 = Compound
2936023 = Minor+Metabolite
2936022 = Enzyme
2936021 = Metabolite
2936020 = Minor+Metabolite
2936027 = Enzyme
c_Unknown+-+23997 = Compound
2936025 = Minor+Metabolite
c_1-stearoyl-2-dihomo-linolenoyl-GPI+%2818%3A0%2F20%3A3n3+or+6%29* = Compound
c_arachidonoylcholine = Compound
c_ribulonate%2Fxylulonate* = Compound
c_I-urobilinogen = Compound
2936051 = Cofactor
2936050 = Minor+Metabolite
2936056 = Minor+Metabolite
2936055 = Minor+Metabolite
c_1-stearyl-2-arachidonoyl-GPC+%28O-18%3A0%2F20%3A4%29* = Compound
2936054 = Minor+Metabolite
c_2-stearoyl-GPI+%2818%3A0%29* = Compound
2936059 = Minor+Metabolite
2936057 = Enzyme
c_Unknown+-+21319 = Compound
2936041 = Cofactor
2936040 = Enzyme
c_Unknown+-+21315 = Compound
2936045 = Minor+Metabolite
c_1-%281-enyl-stearoyl%29-2-docosapentaenoyl-GPE+%28P-18%3A0%2F22%3A5n3%29* = Compound
2936044 = Minor+Metabolite
c_Unknown+-+21312 = Compound
2936042 = Minor+Metabolite
c_Unknown+-+23974 = Compound
2936049 = Minor+Metabolite
2936048 = Enzyme
2936047 = Minor+Metabolite
c_cysteine+s-sulfate = Compound
c_Unknown+-+21310 = Compound
2936074 = Enzyme
2936073 = Minor+Metabolite
2936071 = Minor+Metabolite
2936078 = Minor+Metabolite
2936077 = Minor+Metabolite
2936075 = Cofactor
2936079 = Minor+Metabolite
c_sphingomyelin+%28d17%3A2%2F16%3A0%2C+d18%3A2%2F15%3A0%29* = Compound
p_Fatty+Acid+Metabolism+%28Acyl+Glutamine%29 = Sub+Pathway
2936081 = Minor+Metabolite
2936063 = Enzyme
2936061 = Minor+Metabolite
2936060 = Cofactor
2936067 = Minor+Metabolite
2936066 = Minor+Metabolite
2936065 = Metabolite
2936069 = Minor+Metabolite
2936068 = Enzyme
2936070 = Metabolite
c_sphingosine = Compound
c_3-hydroxyisobutyrate = Compound
c_2-hydroxyphenylacetate = Compound
c_1-palmitoleoyl-2-docosahexaenoyl-GPC+%2816%3A1%2F22%3A6%29* = Compound
c_behenoylcarnitine+%28C22%29* = Compound
p_Urea+cycle%3B+Arginine+and+Proline+Metabolism = Sub+Pathway
c_N-oleoylserine = Compound
c_2-aminooctanoate = Compound
c_3-phosphoglycerate = Compound
c_kynurenine = Compound
p_Monoacylglycerol = Sub+Pathway
c_N-acetylglycine = Compound
c_N-stearoyltaurine = Compound
c_trans-urocanate = Compound
c_Unknown+-+15486 = Compound
c_oleoylcholine = Compound
c_caprate+%2810%3A0%29 = Compound
c_androstenediol+%283alpha%2C+17alpha%29+monosulfate+%283%29 = Compound
c_Unknown+-+15492 = Compound
c_androstenediol+%283alpha%2C+17alpha%29+monosulfate+%282%29 = Compound
c_glucuronide+of+C14H22O4+%282%29* = Compound
2781289 = FinalPathway
2781286 = FinalPathway
2781284 = FinalPathway
2781280 = Minor+Metabolite
2781281 = Label
p_Glutathione+Metabolism = Sub+Pathway
c_pseudouridine = Compound
2781279 = Minor+Metabolite
c_gamma-glutamylmethionine = Compound
2781277 = Minor+Metabolite
2781275 = Enzyme
2781276 = Metabolite
2781273 = Metabolite
2781271 = Metabolite
2781272 = Minor+Metabolite
c_Unknown+-+16654 = Compound
2781268 = Cofactor
2782599 = Minor+Metabolite
2781269 = Enzyme
2782597 = Minor+Metabolite
2781267 = Minor+Metabolite
2782598 = Metabolite
2781264 = Minor+Metabolite
2782595 = Metabolite
2782596 = Enzyme
2781262 = Metabolite
2782593 = Unknown
2781263 = Enzyme
2782594 = Metabolite
2782591 = Metabolite
2781261 = Cofactor
2782592 = Minor+Metabolite
2782590 = Minor+Metabolite
2781259 = Minor+Metabolite
2781257 = Minor+Metabolite
2782588 = Enzyme
2781258 = Enzyme
2782589 = Metabolite
2781256 = Minor+Metabolite
2781253 = Enzyme
c_1-palmitoyl-2-oleoyl-GPE+%2816%3A0%2F18%3A1%29 = Compound
2781251 = Minor+Metabolite
c_myristoylcarnitine+%28C14%29 = Compound
2781250 = Minor+Metabolite
c_hydroquinone+sulfate = Compound
2781249 = Minor+Metabolite
2781247 = Enzyme
2781244 = Enzyme
2781245 = Metabolite
2781243 = Metabolite
c_4-hydroxycoumarin = Compound
2781241 = Enzyme
2781239 = Minor+Metabolite
2781237 = Enzyme
2781236 = Metabolite
2781234 = Enzyme
2781231 = Metabolite
2781232 = Minor+Metabolite
2781230 = Minor+Metabolite
2787401 = Enzyme
2787400 = Minor+Metabolite
2787403 = Minor+Metabolite
2787402 = Metabolite
2787405 = Enzyme
2787404 = Metabolite
2787406 = Minor+Metabolite
2787409 = Metabolite
2787408 = Minor+Metabolite
2781228 = Minor+Metabolite
2781229 = Cofactor
2781226 = Metabolite
2781227 = Enzyme
2781224 = Unknown
2781220 = Minor+Metabolite
c_diacylglycerol+%2812%3A0%2F18%3A1%2C+14%3A0%2F16%3A1%2C+16%3A0%2F14%3A1%29+%5B2%5D* = Compound
2781221 = Minor+Metabolite
2787410 = Enzyme
c_2-piperidinone = Compound
2787412 = Minor+Metabolite
2787411 = Metabolite
2787414 = Minor+Metabolite
2787413 = Minor+Metabolite
2787415 = Minor+Metabolite
2787418 = Minor+Metabolite
2787417 = Enzyme
2787419 = Minor+Metabolite
c_1-methylxanthine = Compound
2781219 = Minor+Metabolite
2781217 = Metabolite
2781218 = Enzyme
2781215 = Minor+Metabolite
2781216 = Minor+Metabolite
p_Pregnenolone+Steroids = Sub+Pathway
2781213 = Minor+Metabolite
2781214 = Minor+Metabolite
2781211 = Enzyme
2781212 = Metabolite
p_Methionine%2C+Cysteine%2C+SAM+and+Taurine+Metabolism = Sub+Pathway
2787421 = Minor+Metabolite
2787420 = Minor+Metabolite
2787423 = Metabolite
2787425 = Enzyme
2787424 = Minor+Metabolite
2787427 = Minor+Metabolite
2787426 = Metabolite
2787429 = Minor+Metabolite
2787428 = Minor+Metabolite
2936096 = FinalPathway
2781208 = Enzyme
2936093 = FinalPathway
2781206 = Metabolite
2781207 = Metabolite
2781204 = Unknown
2781205 = Metabolite
2781202 = Metabolite
2781203 = Metabolite
2781200 = Metabolite
2781201 = Enzyme
2787430 = Minor+Metabolite
2787431 = Minor+Metabolite
2787434 = Minor+Metabolite
2787433 = Enzyme
2787435 = Minor+Metabolite
2787438 = Minor+Metabolite
2787437 = Metabolite
2787439 = Minor+Metabolite
2936084 = Label
c_succinate = Compound
2936083 = Label
2936082 = Minor+Metabolite
2936087 = Metabolite
c_1-oleoyl-2-dihomo-linolenoyl-GPC+%2818%3A1%2F20%3A3%29* = Compound
2787441 = Minor+Metabolite
2787440 = Enzyme
2787443 = Metabolite
2787442 = Minor+Metabolite
2787445 = Minor+Metabolite
2787447 = Minor+Metabolite
2787446 = Enzyme
2787449 = Minor+Metabolite
2787448 = Minor+Metabolite
2936090 = FinalPathway
c_octadecadienedioate+%28C18%3A2-DC%29* = Compound
2787450 = Metabolite
2787452 = Enzyme
2787451 = Metabolite
2787454 = Minor+Metabolite
2787453 = Minor+Metabolite
2787456 = Minor+Metabolite
2787458 = Minor+Metabolite
2787457 = Metabolite
2787459 = Enzyme
c_beta-cryptoxanthin = Compound
c_1-palmitoyl-GPG+%2816%3A0%29* = Compound
2787461 = Minor+Metabolite
2787463 = Minor+Metabolite
2787465 = Enzyme
2787464 = Minor+Metabolite
2787467 = Minor+Metabolite
2787466 = Minor+Metabolite
c_1-stearoyl-2-docosapentaenoyl-GPE+%2818%3A0%2F22%3A5n6%29* = Compound
2787470 = Enzyme
2787471 = Minor+Metabolite
2787474 = Minor+Metabolite
2787476 = Minor+Metabolite
2787475 = Enzyme
2787477 = Minor+Metabolite
2787481 = Enzyme
2787480 = Minor+Metabolite
2787483 = Minor+Metabolite
2787482 = Minor+Metabolite
2787485 = Metabolite
c_andro+steroid+monosulfate+C19H28O6S+%281%29* = Compound
2787484 = Metabolite
2787487 = Enzyme
2787486 = Minor+Metabolite
2787489 = Minor+Metabolite
2787488 = Minor+Metabolite
c_myristoyl-linoleoyl-glycerol+%2814%3A0%2F18%3A2%29+%5B2%5D* = Compound
2787490 = Minor+Metabolite
c_Unknown+-+23787 = Compound
c_2-aminobutyrate = Compound
2787492 = Metabolite
2787491 = Metabolite
c_linolenate+%5Balpha+or+gamma%3B+%2818%3A3n3+or+6%29%5D = Compound
2787494 = Minor+Metabolite
2787493 = Minor+Metabolite
2786164 = Enzyme
2787496 = Minor+Metabolite
2786165 = Cofactor
2787495 = Enzyme
2786166 = Metabolite
2787498 = Minor+Metabolite
2786167 = Metabolite
2787497 = Metabolite
2786168 = Minor+Metabolite
c_Unknown+-+23780 = Compound
2786169 = Minor+Metabolite
2787499 = Minor+Metabolite
c_Unknown+-+23782 = Compound
c_vanillic+alcohol+sulfate = Compound
c_2-oleoylglycerol+%2818%3A1%29 = Compound
p_Corticosteroids = Sub+Pathway
c_sphingomyelin+%28d18%3A2%2F23%3A0%2C+d18%3A1%2F23%3A1%2C+d17%3A1%2F24%3A1%29* = Compound
2786170 = Minor+Metabolite
2786171 = Minor+Metabolite
2786172 = Minor+Metabolite
2786173 = Minor+Metabolite
2786174 = Enzyme
p_Progestin+Steroids = Sub+Pathway
2786176 = Metabolite
2786177 = Minor+Metabolite
2786178 = Minor+Metabolite
2786179 = Cofactor
c_1%2C5-anhydroglucitol+%281%2C5-AG%29 = Compound
c_3-methylxanthine = Compound
2936132 = Minor+Metabolite
2936131 = Minor+Metabolite
2936130 = Enzyme
2936137 = Minor+Metabolite
2787393 = Metabolite
c_acetylcarnitine+%28C2%29 = Compound
2936136 = Enzyme
2787392 = Enzyme
2936135 = Minor+Metabolite
2787395 = Enzyme
2936134 = Metabolite
2787397 = Minor+Metabolite
2787396 = Metabolite
2936139 = Minor+Metabolite
2787399 = Metabolite
2936138 = Metabolite
2787398 = Minor+Metabolite
2936122 = Cofactor
2936121 = Minor+Metabolite
2936120 = Minor+Metabolite
c_bilirubin+%28E%2CE%29* = Compound
2936126 = Minor+Metabolite
2936125 = Class
2936124 = Enzyme
2936123 = Metabolite
2936128 = Class
2936127 = Minor+Metabolite
2936150 = Class
c_Unknown+-+11880 = Compound
2936154 = Enzyme
p_Pyrimidine+Metabolism%2C+Uracil+containing = Sub+Pathway
2936159 = Enzyme
2936158 = Minor+Metabolite
2936157 = Minor+Metabolite
c_1-palmitoyl-2-stearoyl-GPC+%2816%3A0%2F18%3A0%29 = Compound
c_1-stearoyl-2-docosapentaenoyl-GPC+%2818%3A0%2F22%3A5n6%29* = Compound
c_arabinose = Compound
c_1-%281-enyl-stearoyl%29-2-arachidonoyl-GPE+%28P-18%3A0%2F20%3A4%29* = Compound
c_methyl+glucopyranoside+%28alpha+%2B+beta%29 = Compound
2936140 = Metabolite
c_ceramide+%28d18%3A2%2F24%3A1%2C+d18%3A1%2F24%3A2%29* = Compound
2936144 = Class
2936143 = Metabolite
2936142 = Class
2936141 = Metabolite
2936148 = Enzyme
2936147 = Metabolite
2936146 = Class
2936145 = Cofactor
2936149 = Class
2936173 = Enzyme
2936172 = Minor+Metabolite
2936171 = Metabolite
2936170 = Metabolite
2936177 = Cofactor
2936176 = Minor+Metabolite
2936175 = Metabolite
c_Unknown+-+11861 = Compound
2936179 = Enzyme
2936178 = Minor+Metabolite
c_Unknown+-+22519 = Compound
c_phenylalanine = Compound
2936161 = Minor+Metabolite
c_hexadecadienoate+%2816%3A2n6%29 = Compound
2936164 = Enzyme
2936163 = Minor+Metabolite
2936169 = Minor+Metabolite
2936168 = Minor+Metabolite
2936167 = Enzyme
2936195 = Minor+Metabolite
2936193 = Metabolite
2936192 = Minor+Metabolite
2936199 = Minor+Metabolite
2936197 = Enzyme
2936196 = Minor+Metabolite
c_Unknown+-+11849 = Compound
c_eicosapentaenoate+%28EPA%3B+20%3A5n3%29 = Compound
c_Unknown+-+11843 = Compound
c_Unknown+-+11847 = Compound
2936183 = Minor+Metabolite
2936182 = Minor+Metabolite
c_1%2C2-dioleoyl-GPE+%2818%3A1%2F18%3A1%29 = Compound
2936187 = Minor+Metabolite
2936186 = Class
c_Unknown+-+11850 = Compound
2936185 = Enzyme
2936189 = Metabolite
c_N-methylproline = Compound
c_N-palmitoyltaurine = Compound
c_Unknown+-+11852 = Compound
2936191 = Cofactor
2936190 = Enzyme
c_leucylphenylalanine%2Fisoleucylphenylalanine = Compound
c_sphingomyelin+%28d18%3A1%2F20%3A0%2C+d16%3A1%2F22%3A0%29* = Compound
c_5alpha-androstan-3alpha%2C17beta-diol+disulfate = Compound
c_3-methoxytyrosine = Compound
c_androsterone+sulfate = Compound
c_phenylalanyltryptophan = Compound
c_N-acetyltaurine = Compound
c_cyclo%28ala-pro%29 = Compound
sp_Peptide = Super+Pathway
c_dihomo-linoleoylcarnitine+%28C20%3A2%29* = Compound
c_Unknown+-+14056 = Compound
c_dopamine+3-O-sulfate = Compound
c_N-acetylglutamine = Compound
c_propyl+4-hydroxybenzoate+sulfate = Compound
c_thymol+sulfate = Compound
c_N-oleoyltaurine = Compound
c_2-hydroxyoctanoate = Compound
c_1-methyl-4-imidazoleacetate = Compound
2936111 = Enzyme
2936110 = Cofactor
c_sphingomyelin+%28d17%3A1%2F14%3A0%2C+d16%3A1%2F15%3A0%29* = Compound
2936115 = Minor+Metabolite
2936114 = Class
c_1-%281-enyl-palmitoyl%29-2-dihomo-linolenoyl-GPC+%28P-16%3A0%2F20%3A3%29* = Compound
2936113 = Metabolite
2936112 = Metabolite
2936119 = Minor+Metabolite
2936118 = Metabolite
2936117 = Enzyme
2936116 = Class
c_3-%283-hydroxyphenyl%29propionate = Compound
2936104 = Metabolite
2936103 = Enzyme
2781299 = Metabolite
2781297 = Enzyme
2936108 = Cofactor
2781298 = Metabolite
2936107 = Metabolite
2781295 = Metabolite
2936106 = Minor+Metabolite
2781296 = Metabolite
2936105 = Metabolite
c_dodecanedioate+%28C12-DC%29 = Compound
2781293 = Metabolite
2781294 = Metabolite
2781291 = Enzyme
2781292 = Cofactor
2936109 = Minor+Metabolite
c_stachydrine = Compound
