"FillRate"	"Mean.NormPop"	"STD.NormPop"	"PAA101"	"CBL102"	"PKU103"	"OTC104"	"Citrullinemia105"	"OTC106"	"PKU107"	"TMLHE108"	"Cystinosis109"	"GA1110"	"MSUD111"	"MSUD112"	"PAA113"	"PAA114"	"MMA115"	"MMA116"	"GA1117"	"GA1118"	"OTC119"	"X3MCC120"	"CBLC121"	"CBLC122"	"GA1123"	"MCAD124"	"PAA125"	"Cystinosis126"	"MSUD127"	"Homocystinuria128"	"MSUD129"	"GAMT130"	"GAMT131"	"GAMT132"	"Citrullinemia133"	"HMG134"	"AL135"	"MMA136"	"MSUD137"	"MSUD138"	"X3MCC139"	"X3MCC140"	"CPTII141"	"MSUD142"	"MSUD143"	"PAA144"	"MSUD145"	"HMG146"	"PAA147"	"MMA148"	"IA149"	"Homocystinuria150"	"MSUD151"	"MSUD152"	"MSUD153"	"MSUD154"	"MMA155"	"OTC156"	"OTC157"	"holocarboxylase158"	"OTC159"	"MSUD160"	"MSUD161"	"PKU162"	"PAA163"	"Argininemia164"	"Argininemia165"	"VLCAD166"	"PAA167"	"MMA168"	"Citrullinemia169"	"Citrullinemia170"	"PAA171"	"OTC172"	"PKU173"	"GAMT174"	"GAMT175"	"GAMT176"	"MNGIE177"	"None178"	"None179"	"None180"	"None181"	"None182"	"None183"	"None184"	"None185"	"None186"	"None187"	"None188"	"None189"	"None190"	"None191"	"None192"	"None193"	"None194"	"None195"	"None196"	"None197"	"None198"	"None199"	"None200"	"MNGIE120844"	"VLCAD127587"	"GAMT128932"	"GAMT128937"	"TMLHE132029"	"MMA132620"	"OTC132636"	"None132844"	"Citrullinemia132845"	"None132869"	"None133038"	"None133041"	"None133082"	"None133107"	"None133147"	"PKU133173"	"None133198"	"None133274"	"None133299"	"OTC133302"	"None133408"	"MSUD133495"	"AL133530"	"TMLHE133701"	"None133754"	"Argininemia133757"	"MCAD134003"	"None134087"	"None134108"	"Citrullinemia134149"	"OTC134153"	"MSUD134159"	"CBLC134163"	"None134194"	"GA1134198"	"PKU134220"	"PKU134224"	"Citrullinemia134225"	"None134229"	"None134295"	"OTC134359"	"None134382"	"OTC134384"	"None134385"	"None134481"	"None134516"	"None134559"	"TMLHE134560"	"None134594"	"CBLC134640"	"None134644"	"Citrullinemia134653"	"Xcreatine134686"	"OTC134707"	"None134732"	"MMA134766"	"None134793"	"OTC134804"	"X3MCC.134805"	"Citrullinemia134833"	"biotinidase134834"	"OTC134847"	"OTC134848"	"None134850"	"None134853"	"None134878"	"IA134944"	"MMA134953"	"None134959"	"None134965"	"cbl.a134974"	"None134976"	"None134978"	"None134981"	"PKU135109"	"biotinidase135144"	"None135152"	"LPI135190"	"None135219"	"None135228"	"None135249"	"None135273"	"OTC135286"	"None135305"	"Argininemia135308"	"None135318"	"None135364"	"None135368"	"LPI135423"	"None135424"	"MSUD135454"	"None135520"	"None135689"	"None135690"	"None135733"	"Cystinosis135750"	"Xcreatine135753"	"Xcreatine135755"	"None135782"
"x-17682"	0	-0.098238347	1.12e-16	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	8.79e+14	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	9.96e+14	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	7.61e+14	0.993031274	0.993031274	0.993031274	8.79e+14	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	8.79e+14	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	1.7e+15	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274	0.993031274
"5-acetylamino-6-formylamino-3-methyluracil"	0.056	-1.818984881	0.178627664	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	5.251033002	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	10.18310849	10.18310849	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	10.18310849	15.60628867	-0.173203975	-0.173203975	-0.173203975	14.4928663	15.84164951	19.39299968	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	17.61990255	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	0.321147191	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	16.48895171	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	2.037251012	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	12.66149208	5.040596404	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	0.194902834	-0.173203975	6.58933068	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975	-0.173203975
"x-17345"	0.028	-4.31617539	0.820977953	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	4.801926984	4.602909692	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	5.968210902	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	10.55367414	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	6.434843921	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	5.257358467	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	5.257358467	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463	-0.167031463
"2-deoxyuridine"	0.141	-2.710107573	1.032367897	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	3.079525976	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	2.43141192	3.253177846	-0.372204463	-0.372204463	2.513220301	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	1.945168994	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	2.025667069	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	2.864123738	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	2.780872239	-0.372204463	-0.372204463	3.509480187	-0.372204463	-0.372204463	-0.372204463	2.728752285	-0.372204463	-0.372204463	-0.372204463	3.380715475	-0.372204463	-0.372204463	-0.372204463	2.592533116	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	2.369268988	9.795099086	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	2.035523369	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	2.656999659	-0.372204463	-0.372204463	2.304435713	-0.372204463	-0.372204463	2.16137994	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	3.038517828	-0.372204463	-0.372204463	-0.372204463	-0.372204463	2.499152964	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	2.881499617	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463	-0.372204463
"x-13862"	0.155	-0.733459238	0.336957866	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	2.342352352	-0.344794615	-0.344794615	-0.344794615	2.176709057	-0.344794615	-0.344794615	-0.344794615	-0.344794615	0.986495748	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	5.659102263	-0.344794615	-0.344794615	2.176709057	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	2.362508769	-0.344794615	2.176709057	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	1.793478148	-0.344794615	-0.344794615	-0.170797703	-0.344794615	-0.344794615	-0.344794615	2.00439857	-0.344794615	1.695686898	-0.344794615	-0.344794615	7.859657712	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	4.908725917	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	0.619068993	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	2.176709057	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	2.814302849	2.995664361	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	3.371857112	-0.344794615	-0.344794615	-0.344794615	-0.344794615	-0.344794615	1.982474754
"5-hete"	0.197	-1.647385376	1.044030997	-0.422646366	-0.422646366	1.828060173	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	3.118984195	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	0.200691022	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	0.729187032	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	0.981333363	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	0.602378638	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	1.27223732	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	1.511936568	-0.284625599	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	7.581524516	7.700838162	6.236734454	9.230356272	-0.422646366	2.147293761	3.976737008	1.802550484	-0.422646366	1.577908492	3.456589728	-0.422646366	3.225127918	-0.422646366	-0.422646366	1.359767378	-0.422646366	0.40801231	-0.422646366	-0.422646366	3.734159715	-0.422646366	-0.422646366	1.577908492	-0.422646366	-0.422646366	2.535614925	-0.422646366	1.296906438	0.724695118	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	2.847803249	1.553133616	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	1.577908492	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	1.602246998	0.999101687	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	-0.422646366	1.075363771	-0.422646366	-0.422646366	1.309520871	-0.422646366	-0.422646366	-0.422646366	-0.422646366
"indoleacetylglutamine"	0.056	-0.729864305	0.189466269	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	3.852212357	-0.207843458	3.852212357	-0.207843458	-0.207843458	-0.207843458	-0.207843458	1.832428953	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	1.601134547	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	20.56323382	-0.207843458	-0.207843458	-0.207843458	3.852212357	0.538452159	-0.207843458	-0.207843458	4.828304724	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	1.854129357	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	3.852212357	6.885384437	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	7.57066073	-0.207843458	-0.207843458	-0.207843458	-0.207843458	7.998786418	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	3.852212357	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	11.609497	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	2.732339793	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	-0.207843458	1.541629017	-0.207843458	-0.207843458	22.38911953	-0.207843458	-0.207843458	-0.207843458
"x-19434"	0.07	-1.097083413	0.37138983	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	2.868492734	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	2.953994228	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	1.562829221	-0.235818343	-0.235818343	-0.235818343	0.842266518	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	2.020000524	2.953994228	-0.235818343	-0.235818343	3.706383418	5.322969117	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	7.332868873	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	1.824808135	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	4.052300586	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	6.207733061	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	1.417085693	-0.235818343	-0.235818343	-0.235818343	3.82779389	-0.235818343	5.428548362	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	2.953994228	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343	-0.235818343
"x-13528"	0.169	-0.547164167	0.363434517	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	1.514937964	-0.330475308	2.121918708	-0.330475308	-0.330475308	-0.330475308	-0.172971469	-0.330475308	-0.330475308	3.918811776	-0.330475308	-0.330475308	-0.330475308	0.164718453	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	0.30344197	-0.330475308	-0.330475308	-0.330475308	6.489097009	-0.330475308	-0.330475308	0.825166315	-0.300368355	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	6.901029846	2.514491118	-0.330475308	-0.330475308	-0.330475308	1.643926613	-0.330475308	-0.330475308	-0.330475308	3.732946225	-0.330475308	1.505537147	-0.330475308	2.376861707	-0.330475308	-0.330475308	-0.173625871	1.33736915	-0.330475308	-0.330475308	-0.330475308	0.332743131	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	1.271819276	0.480357875	-0.330475308	-0.330475308	5.189839928	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	3.940110819	3.316063044	-0.330475308	-0.330475308	-0.330475308	-0.330475308	0.593676677	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	5.364943316	-0.330475308	-0.330475308	-0.330475308	-0.330475308	3.505541024	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.289765456	-0.330475308	-0.330475308	-0.330475308	2.466239423	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	1.505537147	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	0.775534519	-0.330475308	-0.330475308	-0.330475308	2.006712302	-0.330475308	-0.330475308	-0.330475308	-0.315016501	3.500894822	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	2.563626235	-0.330475308	8.397429478	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	0.436192248	-0.330475308	-0.330475308	-0.330475308	-0.330475308	1.496114015	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	-0.330475308	0.582112081	-0.330475308	2.086180684	-0.330475308	-0.330475308	-0.330475308	1.666869511	-0.330475308	-0.330475308	0.052098275	-0.330475308	-0.330475308	-0.330475308	0.016675844	-0.330475308	-0.330475308	0.802892657	-0.330475308	-0.330475308	-0.330475308
